Kategorie,Art,Unterkategorie,Sparte,CategoryEntityName,SubCategoryKey,SubCategoryGroupKey,GroupTypeKey,FormName,CombinedKey
"Mobilität","Fahrrad","Bike","City","mobility","bike","bike","city","mobility-bike-bike-city","mobility-bike-bike-city"
"Mobilität","Fahrrad","Pedelec","City","mobility","bike","pedelec","pcity","mobility-bike-pedelec-pcity","mobility-bike-pedelec-pcity"
"Verträge","Kaufvertrag","Gegenstände","Couch","contract","purchasecontract","objects","coffeetable","contract-purchasecontract-car-car","contract-purchasecontract-objects-coffeetable"
"Mobilität","Personenfahrzeug","Auto","Coupé","mobility","passengervehicle","car","coupe","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-coupe"
"Mobilität","Fahrrad","Pedelec","Cross","mobility","bike","pedelec","pcross","mobility-bike-pedelec-pcity","mobility-bike-pedelec-pcross"
"Mobilität","Fahrrad","E-Bike","Cross","mobility","bike","ebike","ecross","mobility-bike-ebike-ecity","mobility-bike-ebike-ecross"
"Mobilität","Fahrrad","Bike","Cross","mobility","bike","bike","cross","mobility-bike-bike-city","mobility-bike-bike-cross"
"Mobilität","Personenfahrzeug","Motorrad","Cruiser","mobility","passengervehicle","motorcycle","cruiser","mobility-passengervehicle-motorcycle-cruiser","mobility-passengervehicle-motorcycle-cruiser"
"Mobilität","Personenfahrzeug","Auto","CUV","mobility","passengervehicle","car","cuv","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-cuv"
"Finanzkonten","Kredit","Kreditkarte","Debit","financeaccount","credit","creditcard","debit","financeaccount-systems-paymentsystems-applepay","financeaccount-credit-creditcard-debit"
"Mobilität","Personenfahrzeug","Motorrad","Dirt Bike","mobility","passengervehicle","motorcycle","dirtbike","mobility-passengervehicle-motorcycle-dirtbike","mobility-passengervehicle-motorcycle-dirtbike"
"Verträge","Versicherung","Gewerbe","D&O Managerhaftpflicht","contract","insurance","business","managerliability","contract-insurance-business-managerliability","contract-insurance-business-managerliability"
"Immobilien","mit Bebauung","Wohnhaus","Doppelhaushälfte","realestate","withdevelopment","residentialbuilding","semitdetachedhouse","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-residentialbuilding-semitdetachedhouse"
"Mobilität","Fahrrad","Pedelec","Dreirad","mobility","bike","pedelec","ptricycle","mobility-bike-pedelec-pcity","mobility-bike-pedelec-ptricycle"
"Mobilität","Fahrrad","E-Bike","Dreirad","mobility","bike","ebike","etricycle","mobility-bike-ebike-ecity","mobility-bike-ebike-etricycle"
"Mobilität","Fahrrad","Bike","Dreirad","mobility","bike","bike","tricycle","mobility-bike-bike-city","mobility-bike-bike-tricycle"
"Verträge","Medien","Internet","DSL","contract","media","internet","broadband","contract-media-cellular-carphone","contract-media-internet-broadband"
"Verträge","Versicherung","Sach","E-Bike & Pedeleg","contract","insurance","object","ebike","contract-insurance-object-ebike","contract-insurance-object-ebike"
"Immobilien","mit Bebauung","Wohnhaus","Einfamilienhaus","realestate","withdevelopment","residentialbuilding","detachedhouse","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-residentialbuilding-detachedhouse"
"Kontakte","Kontakte","Kontakt","Einzelkontakt","contact","contact","contact","singlecontact","contact-contact-contact-singlecontact","contact-contact-contact-singlecontact"
"Mobilität","Personenfahrzeug","Quad","Elektro","mobility","passengervehicle","quad","quadelectro","mobility-passengervehicle-quad-quad4x4","mobility-passengervehicle-quad-quadelectro"
"Verträge","Versicherung","Sach","Elementar (Wohngebäude)","contract","insurance","object","elementary","contract-insurance-object-elementary","contract-insurance-object-elementary"
"Verträge","Darlehen","Immobilie","Endfällige Darlehen","contract","loan","realestate","bulletloans","contract-loan-realestate-callloan","contract-loan-realestate-bulletloans"
"Mobilität","Fahrrad","E-Bike","Falt","mobility","bike","ebike","efoldingbike","mobility-bike-ebike-ecity","mobility-bike-ebike-efoldingbike"
"Mobilität","Fahrrad","Bike","Falt","mobility","bike","bike","foldingbike","mobility-bike-bike-city","mobility-bike-bike-foldingbike"
"Mobilität","Fahrrad","Pedelec","Falt","mobility","bike","pedelec","pfoldingbike","mobility-bike-pedelec-pcity","mobility-bike-pedelec-pfoldingbike"
"Mobilität","Nutzfahrzeug","Wohnwagen","Familien","mobility","commercialvehicle","caravan","family","mobility-commercialvehicle-caravan-family","mobility-commercialvehicle-caravan-family"
"Immobilien","mit Bebauung","Wohnhaus","Ferienhaus","realestate","withdevelopment","residentialbuilding","vacationhouse","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-residentialbuilding-vacationhouse"
"Verträge","Mietvertrag","Immobilie","Ferienhaus","contract","rentalcontract","realestate","holidayhouse","contract-rentalcontract-car-car","contract-rentalcontract-realestate-holidayhouse"
"Verträge","Mietvertrag","Immobilie","Ferienwohnung","contract","rentalcontract","realestate","holidayapartment","contract-rentalcontract-car-car","contract-rentalcontract-realestate-holidayapartment"
"Verträge","Kaufvertrag","Geräte","Fernseher","contract","purchasecontract","devices","tv","contract-purchasecontract-car-car","contract-purchasecontract-devices-tv"
"Verträge","Energie","Heizen","Fernwärme","contract","energy","heating","districtheating","contract-energy-heating-districtheating","contract-energy-heating-districtheating"
"Verträge","Versicherung","Sach","Feuer","contract","insurance","object","fire","contract-insurance-object-fire","contract-insurance-object-fire"
"Verträge","Medien","Streaming","Filme / Serien","contract","media","streaming","moviesseries","contract-media-cellular-carphone","contract-media-streaming-moviesseries"
"Immobilien","mit Bebauung","Bewirtschaftung","Forst","realestate","withdevelopment","farmland","forest","realestate-withdevelopment-farmland-forest","realestate-withdevelopment-farmland-forest"
"Verträge","Kredit","Kredit","freie Verwendung","contract","credit","credit","freeuse","contract-loan-realestate-callloan","contract-credit-credit-freeuse"
"Immobilien","mit Bebauung","Bewirtschaftung","Frucht","realestate","withdevelopment","farmland","fruit","realestate-withdevelopment-farmland-fruit","realestate-withdevelopment-farmland-fruit"
"Verträge","Mietvertrag","Abstellplatz","Garage","contract","rentalcontract","putdownspace","garage","contract-rentalcontract-car-car","contract-rentalcontract-putdownspace-garage"
"Immobilien","mit Bebauung","Parkfläche","Garage","realestate","withdevelopment","parkingspace","garage","realestate-withdevelopment-parkingspace-garage","realestate-withdevelopment-parkingspace-garage"
"Verträge","Dienstleistung","Service","Gärtner","contract","service","service","gardener","contract-service-service-gardener","contract-service-service-gardener"
"Verträge","Energie","Heizen","Gas","contract","energy","heating","gas","contract-energy-heating-districtheating","contract-energy-heating-gas"
"Verträge","Versicherung","Gewerbe","Gebäude","contract","insurance","business","building","contract-insurance-business-building","contract-insurance-business-building"
"Verträge","Mietvertrag","Immobilie","Gebäude","contract","rentalcontract","realestate","building","contract-rentalcontract-car-car","contract-rentalcontract-realestate-building"
"Mobilität","Personenfahrzeug","Auto","Geländewagen","mobility","passengervehicle","car","offroadvehicle","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-offroadvehicle"
"Verträge","Dienstleistung","Gebühren","Gemeindegebühren","contract","service","fees","municipalfees","contract-service-fees-municipalfees","contract-service-fees-municipalfees"
"Verträge","Versicherung","Kranken","gesetzliche Krankenversicherung","contract","insurance","health","statutoryhealthinsurance","contract-insurance-health-statutoryhealthinsurance","contract-insurance-health-statutoryhealthinsurance"
"Immobilien","mit Bebauung","Gewerbehaus","Gewerbeeinheit","realestate","withdevelopment","commercialbuilding","commercialunit","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-commercialbuilding-commercialunit"
"Immobilien","mit Bebauung","Gewerbehaus","Gewerbehaus","realestate","withdevelopment","commercialbuilding","commercialbuilding","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-commercialbuilding-commercialbuilding"
"Finanzkonten","Bank","Bankkonto","Girokonto","financeaccount","bank","bankaccount","checkingaccount","financeaccount-bank-bankaccount-checkingaccount","financeaccount-bank-bankaccount-checkingaccount"
"Verträge","Versicherung","Sach","Glas","contract","insurance","object","glas","contract-insurance-object-elementary","contract-insurance-object-glas"
"Verträge","Medien","Internet","Glasfaser","contract","media","internet","glassfiber","contract-media-cellular-carphone","contract-media-internet-glassfiber"
"Finanzkonten","Systeme","Bezahlsysteme","Google Pay","financeaccount","systems","paymentsystems","googlepay","financeaccount-systems-paymentsystems-applepay","financeaccount-systems-paymentsystems-googlepay"
"Mobilität","Fahrrad","Bike","Gravel","mobility","bike","bike","gravel","mobility-bike-bike-city","mobility-bike-bike-gravel"
"Mobilität","Fahrrad","E-Bike","Gravel","mobility","bike","ebike","egravel","mobility-bike-ebike-ecity","mobility-bike-ebike-egravel"
"Mobilität","Fahrrad","Pedelec","Gravel","mobility","bike","pedelec","pgravel","mobility-bike-pedelec-pcity","mobility-bike-pedelec-pgravel"
"Verträge","Dienstleistung","Gebühren","Grunderwerbssteuer","contract","service","fees","realestatetax","contract-service-fees-realestatetax","contract-service-fees-realestatetax"
"Verträge","Kaufvertrag","Immobilie","Grunderwerbssteuer","contract","purchasecontract","realestate","realestatetax","contract-purchasecontract-car-car","contract-purchasecontract-realestate-realestatetax"
"Immobilien","mit Bebauung","Halle","Halle","realestate","withdevelopment","hall","hall","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-hall-hall"
"Verträge","Medien","Mobilfunk","Handy","contract","media","cellular","mobile","contract-media-cellular-carphone","contract-media-cellular-mobile"
"Verträge","Kaufvertrag","Geräte","Handy","contract","purchasecontract","devices","mobile","contract-purchasecontract-car-car","contract-purchasecontract-devices-mobile"
"Verträge","Kaufvertrag","Immobilie","Haus","contract","purchasecontract","realestate","house","contract-purchasecontract-car-car","contract-purchasecontract-realestate-house"
"Verträge","Dienstleistung","Service","Hausmeisterservice","contract","service","service","caretakerservice","contract-service-service-caretakerservice","contract-service-service-caretakerservice"
"Verträge","Mietvertrag","Wohnen","Hausmietvertrag","contract","rentalcontract","reside","houselease","contract-rentalcontract-car-car","contract-rentalcontract-reside-houselease"
"Verträge","Versicherung","Sach","Hausrat","contract","insurance","object","householdgoods","contract-insurance-object-householdgoods","contract-insurance-object-householdgoods"
"Verträge","Versicherung","Sach","Haus- und Grundbesitzerhaftpflicht","contract","insurance","object","homeownerliability","contract-insurance-object-homeownerliability","contract-insurance-object-homeownerliability"
"Verträge","Dienstleistung","Service","Hausverwaltung","contract","service","service","propertymanagement","contract-service-service-propertymanagement","contract-service-service-propertymanagement"
"Verträge","Dienstleistung","Wartung","Heizung","contract","service","maintenance","heating","contract-service-maintenance-elevator","contract-service-maintenance-heating"
"Verträge","Dienstleistung","Service","Immobilienmakler","contract","service","service","realestateagent","contract-service-service-realestateagent","contract-service-service-realestateagent"
"Mobilität","Boot","Motorbetrieben","Jollenkreuzer","mobility","boat","motorized","motorboat","mobility-boat-motorized-motorboat","mobility-boat-motorized-motorboat"
"Verträge","Medien","Fernsehen","Kabelfernsehen","contract","media","television","cabletv","contract-media-cellular-carphone","contract-media-television-cabletv"
"Verträge","Dienstleistung","Service","KFZ-Inspektion","contract","service","service","carinspection","contract-service-service-carinspection","contract-service-service-carinspection"
"Mobilität","Personenfahrzeug","Quad","Kinder","mobility","passengervehicle","quad","quadchildren","mobility-passengervehicle-quad-quad4x4","mobility-passengervehicle-quad-quadchildren"
"Finanzkonten","Systeme","Bezahlsysteme","Klarna","financeaccount","systems","paymentsystems","klarna","financeaccount-systems-paymentsystems-applepay","financeaccount-systems-paymentsystems-klarna"
"Mobilität","Personenfahrzeug","Auto","Kleinbus","mobility","passengervehicle","car","minibus","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-minibus"
"Mobilität","Personenfahrzeug","Auto","Kleintransporter","mobility","passengervehicle","car","smalltransporter","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-smalltransporter"
"Mobilität","Personenfahrzeug","Auto","Kleinwagen","mobility","passengervehicle","car","smallcar","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-smallcar"
"Mobilität","Personenfahrzeug","Auto","Kombi","mobility","passengervehicle","car","stationwagon","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-stationwagon"
"Kontakte","Kontakte","Kontakt","Kontaktgruppe","contact","contact","contact","contactgroup","contact-contact-contact-contactgroup","contact-contact-contact-contactgroup"
"Verträge","Versicherung","Kranken","Krankenhaustagegeld","contract","insurance","health","hospitalperdiem","contract-insurance-health-hospitalperdiem","contract-insurance-health-hospitalperdiem"
"Verträge","Versicherung","Kranken","Krankentagegeld","contract","insurance","health","sickpay","contract-insurance-health-sickpay","contract-insurance-health-sickpay"
"Verträge","Versicherung","Sach","Kunst","contract","insurance","object","art","contract-insurance-object-elementary","contract-insurance-object-art"
"Mobilität","Fahrrad","E-Bike","Lasten","mobility","bike","ebike","ecargo","mobility-bike-ebike-ecity","mobility-bike-ebike-ecargo"
"Mobilität","Fahrrad","Bike","Lasten","mobility","bike","bike","cargo","mobility-bike-bike-city","mobility-bike-bike-cargo"
"Mobilität","Fahrrad","Pedelec","Lasten","mobility","bike","pedelec","pcargo","mobility-bike-pedelec-pcity","mobility-bike-pedelec-pcargo"
"Verträge","Darlehen","Immobilie","Laufzeitzinsdarlehen","contract","loan","realestate","termloan","contract-loan-realestate-callloan","contract-loan-realestate-termloan"
"Mobilität","Fahrrad","Pedelec","Lifestyle","mobility","bike","pedelec","plifestyle","mobility-bike-pedelec-pcity","mobility-bike-pedelec-plifestyle"
"Mobilität","Fahrrad","Bike","Lifestyle","mobility","bike","bike","lifestyle","mobility-bike-bike-city","mobility-bike-bike-lifestyle"
"Mobilität","Fahrrad","E-Bike","Lifestyle","mobility","bike","ebike","elifestyle","mobility-bike-ebike-ecity","mobility-bike-ebike-elifestyle"
"Mobilität","Personenfahrzeug","Auto","Limousine","mobility","passengervehicle","car","limousine","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-limousine"
"Mobilität","Nutzfahrzeug","Wohnwagen","Luxus","mobility","commercialvehicle","caravan","luxury","mobility-commercialvehicle-caravan-family","mobility-commercialvehicle-caravan-luxury"
"Immobilien","mit Bebauung","Wohnhaus","Mehrfamilienhaus","realestate","withdevelopment","residentialbuilding","apartmentbuilding","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-residentialbuilding-apartmentbuilding"
"Verträge","Versicherung","Sach","Mietausfall","contract","insurance","object","lossofrent","contract-insurance-object-lossofrent","contract-insurance-object-lossofrent"
"Verträge","Dienstleistung","Service","Mietverwaltung","contract","service","service","rentalmanagement","contract-service-service-rentalmanagement","contract-service-service-rentalmanagement"
"Verträge","Arbeitsvertrag","Angestellter","Mini","contract","employmentcontract","employee","minijob","contract-employmentcontract-official-help","contract-employmentcontract-employee-minijob"
"Verträge","Arbeitsvertrag","Beamter","Mini","contract","employmentcontract","official","minijob","contract-employmentcontract-official-help","contract-employmentcontract-official-minijob"
"Verträge","Arbeitsvertrag","öffentlicher Dienst","Mini","contract","employmentcontract","publicservice","minijob","contract-employmentcontract-official-help","contract-employmentcontract-publicservice-minijob"
"Mobilität","Personenfahrzeug","Auto","Minivan","mobility","passengervehicle","car","minivan","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-minivan"
"Mobilität","Personenfahrzeug","Wohnmobil","mit Alkoven","mobility","passengervehicle","camper","alkoven","mobility-passengervehicle-camper-alkoven","mobility-passengervehicle-camper-alkoven"
"Verträge","Darlehen","Immobilie","Modernisierung","contract","loan","realestate","modernization","contract-loan-realestate-callloan","contract-loan-realestate-modernization"
"Verträge","Kredit","Kredit","Modernisierung","contract","credit","credit","modernization","contract-loan-realestate-callloan","contract-credit-credit-modernization"
"Mobilität","Personenfahrzeug","Motorrad","Motocross","mobility","passengervehicle","motorcycle","motocross","mobility-passengervehicle-motorcycle-motocross","mobility-passengervehicle-motorcycle-motocross"
"Verträge","Kredit","KFZ","Motorboot","contract","credit","car","boat","contract-loan-realestate-callloan","contract-credit-car-boat"
"Mobilität","Boot","Motorbetrieben","Motorboot","mobility","boat","motorized","motorboat","mobility-boat-motorized-motorboat","mobility-boat-motorized-motorboat"
"Verträge","Kaufvertrag","KFZ","Motorrad","contract","purchasecontract","car","motorcycle","contract-purchasecontract-car-car","contract-purchasecontract-car-motorcycle"
"Verträge","Versicherung","KFZ","Motorrad","contract","insurance","car","motorcycle","contract-insurance-car-motorcycle","contract-insurance-car-motorcycle"
"Mobilität","Boot","Hybrid","Motorsegler","mobility","boat","hybrid","motorglider","mobility-boat-hybrid-motorglider","mobility-boat-hybrid-motorglider"
"Mobilität","Fahrrad","E-Bike","Mountainbike","mobility","bike","ebike","emtb","mobility-bike-ebike-ecity","mobility-bike-ebike-emtb"
"Mobilität","Fahrrad","Pedelec","Mountainbike","mobility","bike","pedelec","pmtb","mobility-bike-pedelec-pcity","mobility-bike-pedelec-pmtb"
"Mobilität","Fahrrad","Bike","Mountainbike","mobility","bike","bike","mtb","mobility-bike-bike-city","mobility-bike-bike-mtb"
"Verträge","Medien","Streaming","Musik","contract","media","streaming","music","contract-media-cellular-carphone","contract-media-streaming-music"
"Mobilität","Personenfahrzeug","Motorrad","Naked","mobility","passengervehicle","motorcycle","naked","mobility-passengervehicle-motorcycle-naked","mobility-passengervehicle-motorcycle-naked"
"Verträge","Dienstleistung","Service","Notar","contract","service","service","notary","contract-service-service-notary","contract-service-service-notary"
"Mobilität","Personenfahrzeug","Quad","Offroad","mobility","passengervehicle","quad","quadoffroad","mobility-passengervehicle-quad-quad4x4","mobility-passengervehicle-quad-quadoffroad"
"Verträge","Energie","Heizen","Öl","contract","energy","heating","oil","contract-energy-heating-districtheating","contract-energy-heating-oil"
"Finanzkonten","Kredit","Kreditkarte","Online Virtuell","financeaccount","credit","creditcard","onlinevirtual","financeaccount-credit-creditcard-onlinevirtual","financeaccount-credit-creditcard-onlinevirtual"
"Immobilien","mit Bebauung","Parkfläche","Parkhaus","realestate","withdevelopment","parkingspace","parkinghouse","realestate-withdevelopment-parkingspace-parkinghouse","realestate-withdevelopment-parkingspace-parkinghouse"
"Immobilien","mit Bebauung","Parkfläche","Parkplatz","realestate","withdevelopment","parkingspace","parkingspace","realestate-withdevelopment-parkingspace-parkingspace","realestate-withdevelopment-parkingspace-parkingspace"
"Verträge","Mietvertrag","Abstellplatz","Parkplatz","contract","rentalcontract","putdownspace","parking","contract-rentalcontract-car-car","contract-rentalcontract-putdownspace-parking"
"Verträge","Darlehen","Immobilie","Partiarische Darlehen","contract","loan","realestate","participatoryloans","contract-loan-realestate-callloan","contract-loan-realestate-participatoryloans"
"Finanzkonten","Systeme","Bezahlsysteme","Paypal","financeaccount","systems","paymentsystems","paypal","contract-service-service-rentalmanagement","financeaccount-systems-paymentsystems-paypal"
"Immobilien","mit Bebauung","Wohnhaus","Pflegeeinrichtung","realestate","withdevelopment","residentialbuilding","carefacility","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-residentialbuilding-carefacility"
"Verträge","Versicherung","Leben","Pflegetagegeld","contract","insurance","life","dailycareallowance","contract-insurance-life-dailycareallowance","contract-insurance-life-dailycareallowance"
"Verträge","Versicherung","Leben","Pflegeversicherung","contract","insurance","life","careinsurance","contract-insurance-life-careinsurance","contract-insurance-life-careinsurance"
"Verträge","Versicherung","Sach","Photovoltaik","contract","insurance","object","photovoltaic","contract-insurance-object-photovoltaic","contract-insurance-object-photovoltaic"
"Mobilität","Personenfahrzeug","Auto","Pickup","mobility","passengervehicle","car","pickup","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-pickup"
"Mobilität","Personenfahrzeug","Quad","Pocket","mobility","passengervehicle","quad","quadpocket","mobility-passengervehicle-quad-quad4x4","mobility-passengervehicle-quad-quadpocket"
"Verträge","Arbeitsvertrag","öffentlicher Dienst","Praktikumsvertrag","contract","employmentcontract","publicservice","internship","contract-employmentcontract-official-help","contract-employmentcontract-publicservice-internship"
"Verträge","Arbeitsvertrag","Angestellter","Praktikumsvertrag","contract","employmentcontract","employee","internship","contract-employmentcontract-official-help","contract-employmentcontract-employee-internship"
"Verträge","Arbeitsvertrag","Beamter","Praktikumsvertrag","contract","employmentcontract","official","internship","contract-employmentcontract-official-help","contract-employmentcontract-official-internship"
"Finanzkonten","Kredit","Kreditkarte","Prepaid","financeaccount","credit","creditcard","prepaid","financeaccount-credit-creditcard-prepaid","financeaccount-credit-creditcard-prepaid"
"Verträge","Versicherung","Sach","Privathaftpflicht","contract","insurance","object","personalliability","contract-insurance-object-homeownerliability","contract-insurance-object-personalliability"
"Verträge","Versicherung","Kranken","Privat Kranken voll","contract","insurance","health","additionalinsurancefull","contract-insurance-health-additionalinsurancefull","contract-insurance-health-additionalinsurancefull"
"Verträge","Versicherung","Kranken","Privat Zusatz ambulant","contract","insurance","health","additionalinsuranceoutpatient","contract-insurance-health-additionalinsuranceoutpatient","contract-insurance-health-additionalinsuranceoutpatient"
"Verträge","Versicherung","Kranken","Privat Zusatz stationär","contract","insurance","health","additionalinsurancestationary","contract-insurance-health-additionalinsurancestationary","contract-insurance-health-additionalinsurancestationary"
"Verträge","Versicherung","Kranken","Privat Zusatz Zahn","contract","insurance","health","additionalinsuranceteeth","contract-insurance-health-additionalinsurancefull","contract-insurance-health-additionalinsuranceteeth"
"Verträge","Mietvertrag","Immobilie","Raum","contract","rentalcontract","realestate","room","contract-rentalcontract-car-car","contract-rentalcontract-realestate-room"
"Verträge","Versicherung","Sach","Rechtsschutz","contract","insurance","object","legalprotection","contract-insurance-object-legalprotection","contract-insurance-object-legalprotection"
"Verträge","Versicherung","Gewerbe","Rechtsschutz","contract","insurance","business","legalprotection","contract-insurance-object-legalprotection","contract-insurance-business-legalprotection"
"Immobilien","mit Bebauung","Wohnhaus","Reihenendhaus","realestate","withdevelopment","residentialbuilding","terracedendhouse","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-residentialbuilding-terracedendhouse"
